customer_id,Recency,Frequency,Monetary,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,Customer_Segment
36672,2,2,458.59000000000003,5,5,5,555,High-Value Customers
36675,4,1,4.21,4,3,1,431,Potential Loyalists
36677,4,3,109.46000000000001,4,5,2,452,Loyal Customers
36679,2,3,91.5,5,5,2,552,Loyal Customers
36682,7,1,67.59,3,3,2,332,Others
36687,7,1,467.83,3,3,5,335,Others
36688,2,1,60.89,5,3,2,532,Potential Loyalists
36694,3,1,373.75,4,3,4,434,Potential Loyalists
36695,10,1,118.44,1,3,2,132,Others
36699,5,1,60.15,3,3,2,332,Others
36701,4,1,3.58,4,3,1,431,Potential Loyalists
36703,3,1,56.26,4,3,1,431,Potential Loyalists
36708,8,1,103.16,2,3,2,232,Others
36712,5,1,23.95,3,3,1,331,Others
36714,10,1,49.91,1,3,1,131,Others
36718,3,1,61.07,4,3,2,432,Potential Loyalists
36719,3,1,289.84,4,3,4,434,Potential Loyalists
36721,7,1,219.25,3,3,3,333,Others
36724,2,1,58.96,5,3,2,532,Potential Loyalists
36726,4,2,872.4300000000001,4,5,5,455,Loyal Customers
36737,9,1,194.04,1,3,3,133,At-Risk Customers
36740,9,1,291.38,1,3,4,134,At-Risk Customers
36742,1,1,79.27,5,3,2,532,Potential Loyalists
36744,7,1,468.26,3,3,5,335,Others
36745,5,1,1142.82,3,3,5,335,Others
36746,3,2,681.27,4,5,5,455,Loyal Customers
36750,8,1,123.14,2,3,2,232,Others
36751,7,1,35.52,3,3,1,331,Others
36752,7,1,53.18,3,3,1,331,Others
36753,9,1,60.52,1,3,2,132,Others
36754,7,2,348.38,3,5,4,354,Others
36756,2,1,150.08,5,3,3,533,Potential Loyalists
36759,7,2,366.90999999999997,3,5,4,354,Others
36763,9,1,41.75,1,3,1,131,Others
36767,2,1,24.32,5,3,1,531,Potential Loyalists
36770,7,2,570.5100000000001,3,5,5,355,Others
36771,8,1,41.73,2,3,1,231,Others
36773,9,1,101.29,1,3,2,132,Others
36775,8,1,108.59,2,3,2,232,Others
36776,5,2,135.0,3,5,3,353,Others
36777,3,1,52.14,4,3,1,431,Potential Loyalists
36780,2,1,68.98,5,3,2,532,Potential Loyalists
36781,3,1,14.45,4,3,1,431,Potential Loyalists
36787,3,2,743.8,4,5,5,455,Loyal Customers
36791,5,1,127.91,3,3,2,332,Others
36792,8,1,644.15,2,3,5,235,At-Risk Customers
36794,4,1,201.33,4,3,3,433,Potential Loyalists
36795,2,1,391.85,5,3,4,534,Potential Loyalists
36796,8,1,262.14,2,3,4,234,At-Risk Customers
36797,5,1,106.36,3,3,2,332,Others
36798,7,1,155.07,3,3,3,333,Others
36800,7,1,63.49,3,3,2,332,Others
36801,10,1,5.7,1,3,1,131,Others
36806,10,1,190.51,1,3,3,133,At-Risk Customers
36808,7,2,693.27,3,5,5,355,Others
36810,7,1,159.51,3,3,3,333,Others
36811,2,1,16.41,5,3,1,531,Potential Loyalists
36814,8,1,18.63,2,3,1,231,Others
36815,1,1,163.41,5,3,3,533,Potential Loyalists
36819,3,2,190.82999999999998,4,5,3,453,Loyal Customers
36820,10,1,49.86,1,3,1,131,Others
36821,2,2,676.47,5,5,5,555,High-Value Customers
36824,7,1,253.25,3,3,4,334,Others
36825,7,2,414.32000000000005,3,5,5,355,Others
36830,4,1,3.4,4,3,1,431,Potential Loyalists
36831,7,1,30.42,3,3,1,331,Others
36832,9,1,1.45,1,3,1,131,Others
36834,4,1,71.57,4,3,2,432,Potential Loyalists
36836,4,1,121.11,4,3,2,432,Potential Loyalists
36838,8,1,237.37,2,3,4,234,At-Risk Customers
36843,4,1,81.17,4,3,2,432,Potential Loyalists
36844,7,1,299.27,3,3,4,334,Others
36846,4,1,97.93,4,3,2,432,Potential Loyalists
36849,4,2,648.51,4,5,5,455,Loyal Customers
36850,10,1,348.0,1,3,4,134,At-Risk Customers
36851,7,2,913.04,3,5,5,355,Others
36853,7,2,914.63,3,5,5,355,Others
36857,7,1,148.47,3,3,3,333,Others
36864,4,1,420.34,4,3,5,435,Potential Loyalists
36867,3,1,116.55,4,3,2,432,Potential Loyalists
36870,2,1,533.78,5,3,5,535,Potential Loyalists
36871,1,1,13.4,5,3,1,531,Potential Loyalists
36878,8,2,164.1,2,5,3,253,At-Risk Customers
36879,8,1,20.39,2,3,1,231,Others
36881,2,1,98.73,5,3,2,532,Potential Loyalists
36884,2,1,230.02,5,3,3,533,Potential Loyalists
36886,4,1,7.79,4,3,1,431,Potential Loyalists
36887,7,1,34.0,3,3,1,331,Others
36889,7,1,488.8,3,3,5,335,Others
36891,2,1,27.71,5,3,1,531,Potential Loyalists
36892,4,1,229.85,4,3,3,433,Potential Loyalists
36896,1,1,181.71,5,3,3,533,Potential Loyalists
36897,9,1,758.74,1,3,5,135,At-Risk Customers
36899,3,1,52.29,4,3,1,431,Potential Loyalists
36900,9,1,196.64,1,3,3,133,At-Risk Customers
36902,10,1,86.39,1,3,2,132,Others
36906,7,1,7.66,3,3,1,331,Others
36907,1,1,126.8,5,3,2,532,Potential Loyalists
36908,3,1,171.96,4,3,3,433,Potential Loyalists
36909,1,2,236.11,5,5,4,554,Loyal Customers
36911,2,1,75.42,5,3,2,532,Potential Loyalists
36912,7,1,257.1,3,3,4,334,Others
36917,1,1,123.28,5,3,2,532,Potential Loyalists
36922,2,1,137.31,5,3,3,533,Potential Loyalists
36924,7,2,653.73,3,5,5,355,Others
36926,7,1,943.07,3,3,5,335,Others
36927,7,2,810.95,3,5,5,355,Others
36931,3,1,179.04,4,3,3,433,Potential Loyalists
36932,1,1,93.02,5,3,2,532,Potential Loyalists
36934,7,1,24.68,3,3,1,331,Others
36936,4,2,495.88,4,5,5,455,Loyal Customers
36937,7,1,66.08,3,3,2,332,Others
36940,2,3,906.5699999999999,5,5,5,555,High-Value Customers
36948,7,1,26.52,3,3,1,331,Others
36950,3,2,577.49,4,5,5,455,Loyal Customers
36953,7,1,70.27,3,3,2,332,Others
36956,7,1,488.13,3,3,5,335,Others
36957,5,1,499.85,3,3,5,335,Others
36958,2,2,336.87,5,5,4,554,Loyal Customers
36959,3,1,26.05,4,3,1,431,Potential Loyalists
36962,5,1,58.87,3,3,2,332,Others
36964,7,1,665.77,3,3,5,335,Others
36966,3,2,384.92,4,5,4,454,Loyal Customers
36968,7,2,496.24,3,5,5,355,Others
36969,7,1,17.74,3,3,1,331,Others
36970,3,1,140.24,4,3,3,433,Potential Loyalists
36971,7,2,248.73,3,5,4,354,Others
36979,7,1,264.91,3,3,4,334,Others
36983,5,1,11.91,3,3,1,331,Others
36986,5,3,745.48,3,5,5,355,Others
36990,7,2,303.53000000000003,3,5,4,354,Others
36995,7,1,15.3,3,3,1,331,Others
36996,8,1,115.86,2,3,2,232,Others
36998,1,1,128.75,5,3,2,532,Potential Loyalists
37000,10,1,220.75,1,3,3,133,At-Risk Customers
37002,4,1,20.39,4,3,1,431,Potential Loyalists
37003,6,1,46.91,3,3,1,331,Others
37006,9,1,111.82,1,3,2,132,Others
37008,3,3,497.13,4,5,5,455,Loyal Customers
37009,9,1,112.1,1,3,2,132,Others
37011,5,1,54.18,3,3,1,331,Others
37012,2,1,44.73,5,3,1,531,Potential Loyalists
37015,7,1,135.59,3,3,3,333,Others
37020,1,1,45.16,5,3,1,531,Potential Loyalists
37021,9,1,268.22,1,3,4,134,At-Risk Customers
37022,1,1,483.71,5,3,5,535,Potential Loyalists
37023,9,1,507.93,1,3,5,135,At-Risk Customers
37025,3,2,199.0,4,5,3,453,Loyal Customers
37027,2,1,76.92,5,3,2,532,Potential Loyalists
37028,9,1,123.45,1,3,2,132,Others
37033,1,3,408.40999999999997,5,5,4,554,Loyal Customers
37037,4,1,39.28,4,3,1,431,Potential Loyalists
37039,3,1,64.4,4,3,2,432,Potential Loyalists
37042,8,1,13.07,2,3,1,231,Others
37049,9,1,114.49,1,3,2,132,Others
37050,4,1,27.42,4,3,1,431,Potential Loyalists
37052,5,1,140.6,3,3,3,333,Others
37053,9,1,75.28,1,3,2,132,Others
37054,3,1,4.22,4,3,1,431,Potential Loyalists
37056,6,1,195.83,3,3,3,333,Others
37057,7,1,256.98,3,3,4,334,Others
37060,7,1,182.82,3,3,3,333,Others
37067,10,1,354.03,1,3,4,134,At-Risk Customers
37072,2,1,138.18,5,3,3,533,Potential Loyalists
37073,1,1,133.17,5,3,3,533,Potential Loyalists
37077,10,1,49.53,1,3,1,131,Others
37078,7,2,366.51,3,5,4,354,Others
37079,7,1,96.76,3,3,2,332,Others
37082,9,1,206.52,1,3,3,133,At-Risk Customers
37086,5,3,775.58,3,5,5,355,Others
37088,3,2,57.46,4,5,2,452,Loyal Customers
37090,5,1,30.06,3,3,1,331,Others
37091,2,1,164.2,5,3,3,533,Potential Loyalists
37093,2,3,470.34,5,5,5,555,High-Value Customers
37095,9,1,370.26,1,3,4,134,At-Risk Customers
37100,5,1,1.22,3,3,1,331,Others
37101,5,2,240.58,3,5,4,354,Others
37102,2,1,66.69,5,3,2,532,Potential Loyalists
37106,7,1,327.78,3,3,4,334,Others
37107,2,2,352.53,5,5,4,554,Loyal Customers
37109,8,1,24.71,2,3,1,231,Others
37111,4,2,439.7,4,5,5,455,Loyal Customers
37117,6,1,267.42,3,3,4,334,Others
37122,3,1,2.33,4,3,1,431,Potential Loyalists
37123,1,2,196.63,5,5,3,553,Loyal Customers
37127,1,1,24.5,5,3,1,531,Potential Loyalists
37134,2,1,19.39,5,3,1,531,Potential Loyalists
37136,7,2,220.4,3,5,3,353,Others
37137,7,2,49.230000000000004,3,5,1,351,Others
37138,7,1,294.66,3,3,4,334,Others
37139,5,2,133.97,3,5,3,353,Others
37140,3,3,1036.52,4,5,5,455,Loyal Customers
37144,6,1,132.41,3,3,3,333,Others
37145,7,1,107.03,3,3,2,332,Others
37148,7,2,441.52,3,5,5,355,Others
37149,1,1,100.29,5,3,2,532,Potential Loyalists
37155,2,1,1085.59,5,3,5,535,Potential Loyalists
37156,3,1,144.15,4,3,3,433,Potential Loyalists
37157,7,1,204.07,3,3,3,333,Others
37158,7,2,1082.1399999999999,3,5,5,355,Others
37164,9,1,169.68,1,3,3,133,At-Risk Customers
37168,4,1,31.45,4,3,1,431,Potential Loyalists
37170,4,1,51.18,4,3,1,431,Potential Loyalists
37173,8,1,148.88,2,3,3,233,At-Risk Customers
37175,4,1,146.84,4,3,3,433,Potential Loyalists
37176,7,1,6.12,3,3,1,331,Others
37178,9,1,433.0,1,3,5,135,At-Risk Customers
37184,5,2,170.97,3,5,3,353,Others
37185,3,1,80.18,4,3,2,432,Potential Loyalists
37194,2,1,187.72,5,3,3,533,Potential Loyalists
37195,7,1,702.28,3,3,5,335,Others
37196,4,1,13.78,4,3,1,431,Potential Loyalists
37197,8,1,23.68,2,3,1,231,Others
37198,5,1,116.78,3,3,2,332,Others
37202,7,1,263.39,3,3,4,334,Others
37205,8,1,135.8,2,3,3,233,At-Risk Customers
37207,7,1,65.73,3,3,2,332,Others
37209,10,1,52.03,1,3,1,131,Others
37211,2,2,853.12,5,5,5,555,High-Value Customers
37212,5,1,7.44,3,3,1,331,Others
37217,1,1,226.54,5,3,3,533,Potential Loyalists
37218,9,1,372.36,1,3,4,134,At-Risk Customers
37220,1,1,146.0,5,3,3,533,Potential Loyalists
37226,3,1,157.34,4,3,3,433,Potential Loyalists
37227,3,2,332.5,4,5,4,454,Loyal Customers
37228,1,1,575.09,5,3,5,535,Potential Loyalists
37231,3,2,206.44,4,5,3,453,Loyal Customers
37240,5,1,274.67,3,3,4,334,Others
37243,1,1,16.04,5,3,1,531,Potential Loyalists
37244,4,1,582.91,4,3,5,435,Potential Loyalists
37245,1,4,1678.6599999999999,5,5,5,555,High-Value Customers
37250,4,2,352.89,4,5,4,454,Loyal Customers
37251,10,1,242.23,1,3,4,134,At-Risk Customers
37252,7,3,672.37,3,5,5,355,Others
37254,7,1,58.75,3,3,2,332,Others
37256,7,1,200.65,3,3,3,333,Others
37257,3,2,358.39,4,5,4,454,Loyal Customers
37260,7,1,44.41,3,3,1,331,Others
37262,3,1,17.7,4,3,1,431,Potential Loyalists
37265,8,1,155.74,2,3,3,233,At-Risk Customers
37267,8,1,219.28,2,3,3,233,At-Risk Customers
37269,4,1,243.53,4,3,4,434,Potential Loyalists
37272,5,1,709.22,3,3,5,335,Others
37276,2,3,1355.75,5,5,5,555,High-Value Customers
37279,4,2,109.85,4,5,2,452,Loyal Customers
37282,2,2,225.54999999999998,5,5,3,553,Loyal Customers
37284,7,1,83.13,3,3,2,332,Others
37289,5,1,142.69,3,3,3,333,Others
37290,7,1,126.9,3,3,2,332,Others
37293,7,1,104.62,3,3,2,332,Others
37294,1,1,454.32,5,3,5,535,Potential Loyalists
37299,7,1,42.49,3,3,1,331,Others
37300,9,1,44.01,1,3,1,131,Others
37301,7,1,336.79,3,3,4,334,Others
37303,5,1,261.78,3,3,4,334,Others
37305,3,2,146.94,4,5,3,453,Loyal Customers
37307,10,1,138.25,1,3,3,133,At-Risk Customers
37310,9,1,198.29,1,3,3,133,At-Risk Customers
37314,5,1,75.53,3,3,2,332,Others
37315,3,2,293.4,4,5,4,454,Loyal Customers
37316,5,1,213.39,3,3,3,333,Others
37318,7,1,174.63,3,3,3,333,Others
37320,10,1,102.39,1,3,2,132,Others
37321,10,1,337.69,1,3,4,134,At-Risk Customers
37322,4,1,152.0,4,3,3,433,Potential Loyalists
37326,3,1,179.3,4,3,3,433,Potential Loyalists
37327,1,2,404.51,5,5,4,554,Loyal Customers
37329,8,1,21.23,2,3,1,231,Others
37334,10,1,188.47,1,3,3,133,At-Risk Customers
37335,3,1,5.31,4,3,1,431,Potential Loyalists
37336,1,1,167.46,5,3,3,533,Potential Loyalists
37338,2,1,447.41,5,3,5,535,Potential Loyalists
37343,8,1,199.71,2,3,3,233,At-Risk Customers
37344,8,1,160.66,2,3,3,233,At-Risk Customers
37345,2,1,315.56,5,3,4,534,Potential Loyalists
37347,7,1,598.19,3,3,5,335,Others
37349,4,1,299.08,4,3,4,434,Potential Loyalists
37350,2,1,215.63,5,3,3,533,Potential Loyalists
37351,7,1,964.43,3,3,5,335,Others
37353,3,1,173.93,4,3,3,433,Potential Loyalists
37354,1,3,1179.8400000000001,5,5,5,555,High-Value Customers
37355,7,1,152.75,3,3,3,333,Others
37356,5,1,74.75,3,3,2,332,Others
37362,4,1,303.21,4,3,4,434,Potential Loyalists
37363,7,1,1227.11,3,3,5,335,Others
37364,3,1,234.5,4,3,3,433,Potential Loyalists
37365,6,2,265.46000000000004,3,5,4,354,Others
37367,7,1,331.56,3,3,4,334,Others
37368,4,1,226.53,4,3,3,433,Potential Loyalists
37369,3,1,132.15,4,3,3,433,Potential Loyalists
37371,7,1,582.32,3,3,5,335,Others
37376,7,1,332.8,3,3,4,334,Others
37377,5,1,64.16,3,3,2,332,Others
37382,10,1,1005.94,1,3,5,135,At-Risk Customers
37384,2,2,193.10000000000002,5,5,3,553,Loyal Customers
37386,8,1,220.95,2,3,3,233,At-Risk Customers
37390,7,1,245.32,3,3,4,334,Others
37391,1,2,153.54999999999998,5,5,3,553,Loyal Customers
37393,5,1,385.67,3,3,4,334,Others
37394,10,1,34.65,1,3,1,131,Others
37395,2,1,3.93,5,3,1,531,Potential Loyalists
37399,5,1,139.73,3,3,3,333,Others
37400,8,1,479.38,2,3,5,235,At-Risk Customers
37402,3,2,237.97,4,5,4,454,Loyal Customers
37406,4,2,122.07,4,5,2,452,Loyal Customers
37408,3,2,614.13,4,5,5,455,Loyal Customers
37409,7,1,76.68,3,3,2,332,Others
37412,7,1,68.92,3,3,2,332,Others
37413,1,1,19.79,5,3,1,531,Potential Loyalists
37415,1,1,8.38,5,3,1,531,Potential Loyalists
37417,2,1,4.07,5,3,1,531,Potential Loyalists
37418,2,1,314.08,5,3,4,534,Potential Loyalists
37419,10,1,547.3,1,3,5,135,At-Risk Customers
37422,9,1,286.51,1,3,4,134,At-Risk Customers
37424,5,1,467.33,3,3,5,335,Others
37428,7,1,44.39,3,3,1,331,Others
37431,7,1,544.28,3,3,5,335,Others
37432,2,3,880.5699999999999,5,5,5,555,High-Value Customers
37438,1,1,7.89,5,3,1,531,Potential Loyalists
37444,5,1,52.0,3,3,1,331,Others
37446,7,1,524.76,3,3,5,335,Others
37447,2,1,137.98,5,3,3,533,Potential Loyalists
37452,1,1,207.69,5,3,3,533,Potential Loyalists
37454,9,1,312.88,1,3,4,134,At-Risk Customers
37456,4,1,120.24,4,3,2,432,Potential Loyalists
37459,8,2,165.09,2,5,3,253,At-Risk Customers
37460,7,1,474.69,3,3,5,335,Others
37466,1,1,26.54,5,3,1,531,Potential Loyalists
37470,9,1,275.31,1,3,4,134,At-Risk Customers
37472,9,1,404.66,1,3,4,134,At-Risk Customers
37474,9,1,71.12,1,3,2,132,Others
37476,7,1,203.55,3,3,3,333,Others
37477,7,1,191.83,3,3,3,333,Others
37479,7,1,41.97,3,3,1,331,Others
37483,3,1,245.36,4,3,4,434,Potential Loyalists
37489,8,1,223.77,2,3,3,233,At-Risk Customers
37492,5,2,254.03,3,5,4,354,Others
37495,4,1,55.81,4,3,1,431,Potential Loyalists
37496,2,1,85.94,5,3,2,532,Potential Loyalists
37497,5,2,329.74,3,5,4,354,Others
37504,7,1,11.33,3,3,1,331,Others
37507,1,1,166.58,5,3,3,533,Potential Loyalists
37508,2,2,140.58999999999997,5,5,3,553,Loyal Customers
37512,9,1,81.96,1,3,2,132,Others
37517,2,1,39.31,5,3,1,531,Potential Loyalists
37520,3,2,320.98,4,5,4,454,Loyal Customers
37521,9,1,24.9,1,3,1,131,Others
37522,1,1,105.87,5,3,2,532,Potential Loyalists
37523,10,1,78.44,1,3,2,132,Others
37524,7,1,311.52,3,3,4,334,Others
37525,7,2,223.55,3,5,3,353,Others
37526,5,2,161.01999999999998,3,5,3,353,Others
37527,8,1,96.31,2,3,2,232,Others
37531,2,2,812.9,5,5,5,555,High-Value Customers
37533,10,1,81.83,1,3,2,132,Others
37534,1,1,141.52,5,3,3,533,Potential Loyalists
37536,4,1,21.4,4,3,1,431,Potential Loyalists
37539,6,1,54.07,3,3,1,331,Others
37540,7,1,163.47,3,3,3,333,Others
37542,8,1,208.71,2,3,3,233,At-Risk Customers
37544,7,1,366.04,3,3,4,334,Others
37547,7,1,2.11,3,3,1,331,Others
37550,8,1,278.87,2,3,4,234,At-Risk Customers
37551,2,1,295.72,5,3,4,534,Potential Loyalists
37556,7,1,2.08,3,3,1,331,Others
37559,8,1,339.16,2,3,4,234,At-Risk Customers
37562,3,1,59.53,4,3,2,432,Potential Loyalists
37563,7,1,189.35,3,3,3,333,Others
37564,1,1,115.33,5,3,2,532,Potential Loyalists
37565,7,1,168.11,3,3,3,333,Others
37568,3,1,16.43,4,3,1,431,Potential Loyalists
37572,7,1,85.9,3,3,2,332,Others
37577,9,1,203.27,1,3,3,133,At-Risk Customers
37579,3,2,413.20000000000005,4,5,4,454,Loyal Customers
37581,7,2,200.07999999999998,3,5,3,353,Others
37583,3,3,341.75,4,5,4,454,Loyal Customers
37587,1,2,97.0,5,5,2,552,Loyal Customers
37590,3,2,574.91,4,5,5,455,Loyal Customers
37593,4,1,66.93,4,3,2,432,Potential Loyalists
37594,8,1,301.29,2,3,4,234,At-Risk Customers
37595,3,1,243.68,4,3,4,434,Potential Loyalists
37597,2,1,49.75,5,3,1,531,Potential Loyalists
37599,2,1,49.77,5,3,1,531,Potential Loyalists
37601,1,1,371.35,5,3,4,534,Potential Loyalists
37606,7,1,27.77,3,3,1,331,Others
37607,4,1,281.38,4,3,4,434,Potential Loyalists
37610,1,2,213.47,5,5,3,553,Loyal Customers
37613,1,2,847.94,5,5,5,555,High-Value Customers
37620,7,3,983.83,3,5,5,355,Others
37621,7,1,347.84,3,3,4,334,Others
37623,1,2,85.35000000000001,5,5,2,552,Loyal Customers
37624,9,1,266.47,1,3,4,134,At-Risk Customers
37627,4,1,206.37,4,3,3,433,Potential Loyalists
37631,7,1,324.88,3,3,4,334,Others
37633,8,1,534.74,2,3,5,235,At-Risk Customers
37636,7,4,675.19,3,5,5,355,Others
37638,9,1,79.93,1,3,2,132,Others
37639,7,1,114.18,3,3,2,332,Others
37641,2,1,309.03,5,3,4,534,Potential Loyalists
37644,7,1,79.7,3,3,2,332,Others
37652,7,2,126.13,3,5,2,352,Others
37653,5,1,600.75,3,3,5,335,Others
37655,8,2,410.99,2,5,4,254,At-Risk Customers
37656,3,1,54.53,4,3,1,431,Potential Loyalists
37658,6,1,23.4,3,3,1,331,Others
37659,4,2,228.21999999999997,4,5,3,453,Loyal Customers
37660,7,1,46.44,3,3,1,331,Others
37663,2,1,343.9,5,3,4,534,Potential Loyalists
37665,7,1,89.07,3,3,2,332,Others
37667,9,1,46.65,1,3,1,131,Others
37670,8,1,459.47,2,3,5,235,At-Risk Customers
37671,1,3,473.56,5,5,5,555,High-Value Customers
37674,8,1,416.91,2,3,5,235,At-Risk Customers
37676,5,2,304.48,3,5,4,354,Others
37680,7,1,97.32,3,3,2,332,Others
37682,9,1,282.72,1,3,4,134,At-Risk Customers
37686,2,1,123.11,5,3,2,532,Potential Loyalists
37687,7,1,193.48,3,3,3,333,Others
37688,4,1,67.18,4,3,2,432,Potential Loyalists
37689,4,2,722.19,4,5,5,455,Loyal Customers
37691,7,2,335.56,3,5,4,354,Others
37693,7,2,120.83,3,5,2,352,Others
37697,7,1,450.78,3,3,5,335,Others
37701,7,1,87.67,3,3,2,332,Others
37705,7,2,1252.53,3,5,5,355,Others
37711,8,1,504.66,2,3,5,235,At-Risk Customers
37721,9,1,278.57,1,3,4,134,At-Risk Customers
37722,10,1,172.21,1,3,3,133,At-Risk Customers
37725,7,2,438.67999999999995,3,5,5,355,Others
37728,2,1,32.54,5,3,1,531,Potential Loyalists
37732,4,2,335.9,4,5,4,454,Loyal Customers
37734,5,2,199.48,3,5,3,353,Others
37736,3,1,94.19,4,3,2,432,Potential Loyalists
37738,7,1,312.95,3,3,4,334,Others
37742,9,1,11.36,1,3,1,131,Others
37745,7,2,513.4499999999999,3,5,5,355,Others
37746,7,1,123.65,3,3,2,332,Others
37749,4,1,85.6,4,3,2,432,Potential Loyalists
37752,4,1,105.84,4,3,2,432,Potential Loyalists
37753,3,1,234.2,4,3,3,433,Potential Loyalists
37754,6,1,1.63,3,3,1,331,Others
37761,7,1,511.05,3,3,5,335,Others
37769,4,1,56.39,4,3,1,431,Potential Loyalists
37770,1,1,58.36,5,3,2,532,Potential Loyalists
37773,7,1,282.84,3,3,4,334,Others
37774,9,1,54.57,1,3,1,131,Others
37783,2,2,222.56,5,5,3,553,Loyal Customers
37785,7,1,308.93,3,3,4,334,Others
37787,5,1,770.51,3,3,5,335,Others
37788,4,1,226.45,4,3,3,433,Potential Loyalists
37792,8,1,204.86,2,3,3,233,At-Risk Customers
37794,1,2,149.87,5,5,3,553,Loyal Customers
37795,8,1,122.57,2,3,2,232,Others
37796,10,1,260.28,1,3,4,134,At-Risk Customers
37797,3,2,271.49,4,5,4,454,Loyal Customers
37798,10,1,21.81,1,3,1,131,Others
37801,7,2,230.41,3,5,3,353,Others
37805,2,4,891.3199999999999,5,5,5,555,High-Value Customers
37810,8,1,82.72,2,3,2,232,Others
37811,2,1,305.39,5,3,4,534,Potential Loyalists
37813,4,1,114.4,4,3,2,432,Potential Loyalists
37814,8,1,98.22,2,3,2,232,Others
37817,9,1,147.38,1,3,3,133,At-Risk Customers
37821,5,2,678.8199999999999,3,5,5,355,Others
37825,1,2,354.84000000000003,5,5,4,554,Loyal Customers
37827,2,1,97.3,5,3,2,532,Potential Loyalists
37829,7,1,874.9,3,3,5,335,Others
37830,3,1,14.67,4,3,1,431,Potential Loyalists
37831,3,1,36.81,4,3,1,431,Potential Loyalists
37832,7,2,440.63,3,5,5,355,Others
37834,2,1,5.75,5,3,1,531,Potential Loyalists
37836,7,1,1367.13,3,3,5,335,Others
37837,4,1,2.53,4,3,1,431,Potential Loyalists
37843,7,1,79.03,3,3,2,332,Others
37847,8,1,282.04,2,3,4,234,At-Risk Customers
37849,7,1,431.73,3,3,5,335,Others
37851,7,2,460.27,3,5,5,355,Others
37852,5,1,51.45,3,3,1,331,Others
37853,1,2,89.22,5,5,2,552,Loyal Customers
37855,3,2,130.09,4,5,3,453,Loyal Customers
37857,8,1,130.9,2,3,3,233,At-Risk Customers
37858,7,1,2.11,3,3,1,331,Others
37859,8,1,51.55,2,3,1,231,Others
37863,8,1,59.83,2,3,2,232,Others
37865,10,1,131.07,1,3,3,133,At-Risk Customers
37869,8,1,81.78,2,3,2,232,Others
37871,9,1,321.85,1,3,4,134,At-Risk Customers
37872,4,1,68.32,4,3,2,432,Potential Loyalists
37874,7,1,156.16,3,3,3,333,Others
37875,7,1,130.99,3,3,3,333,Others
37877,7,1,227.49,3,3,3,333,Others
37883,9,1,89.6,1,3,2,132,Others
37886,1,1,59.23,5,3,2,532,Potential Loyalists
37887,2,2,232.67999999999998,5,5,3,553,Loyal Customers
37888,10,1,273.16,1,3,4,134,At-Risk Customers
37890,7,2,408.12,3,5,4,354,Others
37892,7,1,63.27,3,3,2,332,Others
37893,2,1,13.42,5,3,1,531,Potential Loyalists
37894,5,1,232.51,3,3,3,333,Others
37895,5,2,501.99,3,5,5,355,Others
37896,3,1,67.89,4,3,2,432,Potential Loyalists
37902,10,1,27.83,1,3,1,131,Others
37904,9,1,166.72,1,3,3,133,At-Risk Customers
37906,4,2,208.68,4,5,3,453,Loyal Customers
37912,1,3,1190.47,5,5,5,555,High-Value Customers
37913,3,2,286.84,4,5,4,454,Loyal Customers
37915,9,1,1.62,1,3,1,131,Others
37916,1,1,282.55,5,3,4,534,Potential Loyalists
37918,7,1,113.84,3,3,2,332,Others
37921,7,1,259.4,3,3,4,334,Others
37925,2,1,144.3,5,3,3,533,Potential Loyalists
37930,5,1,422.36,3,3,5,335,Others
37931,7,1,332.52,3,3,4,334,Others
37932,10,1,81.12,1,3,2,132,Others
37933,4,1,388.57,4,3,4,434,Potential Loyalists
37934,6,1,2.01,3,3,1,331,Others
37936,7,1,73.05,3,3,2,332,Others
37937,4,1,75.95,4,3,2,432,Potential Loyalists
37938,3,1,886.08,4,3,5,435,Potential Loyalists
37941,8,1,73.81,2,3,2,232,Others
37946,2,1,282.07,5,3,4,534,Potential Loyalists
37947,9,1,1011.39,1,3,5,135,At-Risk Customers
37950,1,3,378.24,5,5,4,554,Loyal Customers
37951,2,2,428.9,5,5,5,555,High-Value Customers
37954,8,1,366.47,2,3,4,234,At-Risk Customers
37957,4,1,58.58,4,3,2,432,Potential Loyalists
37958,7,1,333.04,3,3,4,334,Others
37959,3,1,382.43,4,3,4,434,Potential Loyalists
37962,5,1,639.23,3,3,5,335,Others
37964,2,2,748.62,5,5,5,555,High-Value Customers
37966,7,1,14.93,3,3,1,331,Others
37968,7,1,165.46,3,3,3,333,Others
37974,1,1,117.45,5,3,2,532,Potential Loyalists
37977,1,1,301.39,5,3,4,534,Potential Loyalists
37978,7,1,238.15,3,3,4,334,Others
37979,8,1,57.07,2,3,2,232,Others
37980,7,2,358.76,3,5,4,354,Others
37981,7,1,50.32,3,3,1,331,Others
37985,2,1,453.96,5,3,5,535,Potential Loyalists
37996,3,1,163.26,4,3,3,433,Potential Loyalists
38000,4,1,35.56,4,3,1,431,Potential Loyalists
38002,7,1,2.57,3,3,1,331,Others
38004,1,1,57.7,5,3,2,532,Potential Loyalists
38008,7,1,611.2,3,3,5,335,Others
38011,2,2,179.42000000000002,5,5,3,553,Loyal Customers
38013,7,1,12.9,3,3,1,331,Others
38018,7,1,28.58,3,3,1,331,Others
38021,7,1,129.44,3,3,2,332,Others
38025,6,1,152.8,3,3,3,333,Others
38026,7,1,170.16,3,3,3,333,Others
